temp,hum,windspeed,atemp,cnt
0.66,0.78,0.0896,0.6061,104
0.72,0.66,0.1045,0.6818,267
0.74,0.58,0.1343,0.6818,452
0.76,0.55,0.0,0.697,213
0.78,0.52,0.0,0.7121,111
0.82,0.46,0.0,0.7576,153
0.84,0.44,0.1343,0.7576,207
0.84,0.44,0.1045,0.7576,189
0.86,0.39,0.0,0.7727,165
0.84,0.44,0.1045,0.7576,212
0.82,0.56,0.2985,0.7879,285
0.82,0.52,0.2239,0.7727,517
0.8,0.59,0.2239,0.7727,463
0.78,0.59,0.194,0.7424,306
0.76,0.62,0.1045,0.7121,250
0.76,0.66,0.1343,0.7273,218
0.72,0.74,0.2537,0.697,185
0.72,0.74,0.1642,0.697,146
0.7,0.79,0.1343,0.6667,117
0.7,0.79,0.0896,0.6667,77
0.7,0.79,0.1045,0.6667,60
0.68,0.83,0.0896,0.6364,28
0.68,0.79,0.0896,0.6364,13
0.68,0.74,0.1343,0.6364,16
0.7,0.61,0.1343,0.6515,40
0.72,0.58,0.194,0.6667,68
0.74,0.58,0.194,0.6818,143
0.74,0.62,0.1343,0.6818,230
0.74,0.58,0.1642,0.6818,264
0.76,0.62,0.1343,0.7121,325
0.8,0.55,0.2239,0.7576,347
0.8,0.55,0.194,0.7576,387
0.82,0.49,0.1045,0.7727,380
0.82,0.49,0.1045,0.7727,374
0.8,0.46,0.194,0.7273,394
0.74,0.58,0.1642,0.6818,337
0.72,0.62,0.1343,0.6818,286
0.7,0.65,0.194,0.6515,264
0.68,0.74,0.2537,0.6364,275
0.66,0.74,0.2239,0.6212,220
0.66,0.78,0.2239,0.6061,190
0.66,0.74,0.1045,0.6212,131
0.66,0.78,0.2239,0.6061,119
0.64,0.83,0.1045,0.5758,93
0.64,0.89,0.2537,0.5758,66
0.64,0.89,0.2836,0.5758,28
0.62,0.88,0.1642,0.5606,14
0.62,0.88,0.2239,0.5606,10
0.62,0.88,0.1045,0.5606,14
0.64,0.78,0.1045,0.5909,34
0.7,0.74,0.0,0.6667,92
0.72,0.66,0.0,0.6818,182
0.76,0.58,0.0896,0.7121,311
0.78,0.55,0.1045,0.7273,367
0.82,0.46,0.0,0.7576,420
0.78,0.59,0.2836,0.7424,373
0.82,0.56,0.2537,0.7879,315
0.8,0.59,0.2985,0.7727,360
0.68,0.83,0.2836,0.6364,350
0.68,0.83,0.2836,0.6364,252
0.7,0.74,0.1642,0.6667,256
0.7,0.74,0.1045,0.6667,223
0.66,0.83,0.1642,0.6061,206
0.66,0.83,0.1045,0.6061,140
0.64,0.83,0.1343,0.5758,128
0.64,0.78,0.194,0.5909,107
0.64,0.78,0.1343,0.5909,28
0.64,0.73,0.2239,0.6061,16
0.62,0.73,0.2836,0.5909,10
0.6,0.6,0.4925,0.6061,7
0.56,0.64,0.2985,0.5303,4
0.54,0.64,0.3881,0.5152,29
0.54,0.64,0.4179,0.5152,105
0.56,0.56,0.3582,0.5303,328
0.58,0.49,0.4478,0.5455,476
0.62,0.46,0.3582,0.6212,224
0.64,0.41,0.3284,0.6212,118
0.66,0.41,0.2985,0.6212,159
0.66,0.41,0.2836,0.6212,196
0.7,0.37,0.0,0.6364,227
0.7,0.34,0.2537,0.6364,200
0.7,0.37,0.4478,0.6364,185
0.7,0.37,0.4179,0.6364,326
0.7,0.39,0.3284,0.6364,601
0.7,0.37,0.3582,0.6364,586
0.66,0.39,0.2836,0.6212,423
0.64,0.44,0.2537,0.6212,331
0.64,0.41,0.2537,0.6212,218
0.62,0.46,0.2239,0.6212,134
0.62,0.46,0.194,0.6212,89
0.6,0.49,0.194,0.6212,31
0.6,0.49,0.2537,0.6212,13
0.6,0.49,0.2836,0.6212,10
0.58,0.53,0.3284,0.5455,2
0.54,0.6,0.2537,0.5152,3
0.54,0.56,0.3284,0.5152,26
0.54,0.56,0.2985,0.5152,113
0.56,0.52,0.4179,0.5303,365
0.58,0.49,0.3881,0.5455,486
0.62,0.46,0.194,0.6212,193
0.62,0.46,0.2239,0.6212,130
0.64,0.41,0.2836,0.6212,143
0.64,0.41,0.3582,0.6212,169
0.64,0.44,0.2239,0.6212,209
0.64,0.47,0.194,0.6212,159
0.64,0.47,0.1642,0.6212,178
0.68,0.41,0.194,0.6364,330
0.64,0.5,0.2836,0.6212,569
0.62,0.51,0.3284,0.6212,538
0.64,0.5,0.3582,0.6212,386
0.6,0.56,0.1642,0.6212,297
0.6,0.56,0.2985,0.6212,243
0.58,0.6,0.2239,0.5455,188
0.56,0.68,0.2239,0.5303,110
0.56,0.64,0.3582,0.5303,52
0.54,0.64,0.2836,0.5152,14
0.52,0.63,0.2239,0.5,9
0.5,0.68,0.2537,0.4848,1
0.5,0.63,0.2836,0.4848,4
0.48,0.67,0.2836,0.4697,21
0.5,0.63,0.2537,0.4848,121
0.54,0.6,0.1343,0.5152,370
0.58,0.53,0.1343,0.5455,498
0.6,0.49,0.0,0.6212,207
0.64,0.47,0.1642,0.6212,135
0.68,0.36,0.0,0.6364,164
0.7,0.34,0.2239,0.6364,211
0.74,0.28,0.2836,0.6515,189
0.74,0.28,0.0,0.6515,178
0.76,0.27,0.0,0.6667,164
0.76,0.27,0.1343,0.6667,312
0.74,0.28,0.1045,0.6515,638
0.72,0.32,0.1343,0.6515,607
0.7,0.37,0.2836,0.6364,416
0.66,0.44,0.1642,0.6212,330
0.64,0.47,0.2239,0.6212,257
0.62,0.5,0.1045,0.6212,175
0.62,0.53,0.0,0.6212,107
0.6,0.56,0.1045,0.6212,47
0.58,0.6,0.0,0.5455,17
0.6,0.56,0.0896,0.6212,5
0.56,0.73,0.0896,0.5303,4
0.56,0.68,0.1045,0.5303,6
0.6,0.64,0.194,0.6061,25
0.58,0.73,0.1642,0.5455,112
0.56,0.78,0.1642,0.5303,188
0.6,0.69,0.1343,0.5909,388
0.62,0.65,0.194,0.6061,261
0.66,0.61,0.2537,0.6212,121
0.68,0.61,0.2985,0.6364,150
0.72,0.54,0.3881,0.6667,206
0.72,0.54,0.2537,0.6667,151
0.72,0.54,0.3284,0.6667,153
0.7,0.61,0.2985,0.6515,159
0.66,0.69,0.194,0.6212,294
0.64,0.78,0.1045,0.5909,272
0.64,0.83,0.2239,0.5758,325
0.62,0.83,0.2836,0.5758,327
0.62,0.83,0.3284,0.5758,201
0.62,0.83,0.2537,0.5758,188
0.62,0.83,0.2537,0.5758,151
0.6,0.83,0.2537,0.5606,16
0.56,0.88,0.0896,0.5303,24
0.56,0.94,0.1343,0.5303,23
0.56,0.94,0.1045,0.5303,13
0.56,0.94,0.1045,0.5303,6
0.54,0.94,0.1343,0.5152,6
0.54,1.0,0.0,0.5152,13
0.56,0.94,0.0,0.5303,97
0.6,0.83,0.0,0.5606,250
0.6,0.83,0.0,0.5606,454
0.7,0.58,0.194,0.6515,224
0.7,0.58,0.194,0.6515,170
0.68,0.69,0.2537,0.6364,181
0.7,0.65,0.2537,0.6515,243
0.74,0.62,0.2836,0.6818,204
0.76,0.52,0.194,0.697,215
0.78,0.43,0.2239,0.697,243
0.76,0.45,0.1642,0.6818,355
0.76,0.4,0.194,0.6818,552
0.76,0.4,0.194,0.6818,450
0.64,0.83,0.2537,0.5758,328
0.64,0.78,0.1045,0.5909,232
0.64,0.78,0.0896,0.5909,208
0.62,0.88,0.1343,0.5606,175
0.62,0.83,0.1343,0.5758,178
0.62,0.88,0.1343,0.5606,104
0.62,0.83,0.1045,0.5758,95
0.6,0.88,0.0,0.5455,53
0.6,0.88,0.0896,0.5455,20
0.6,0.88,0.0896,0.5455,5
0.62,0.83,0.0,0.5758,7
0.62,0.83,0.1045,0.5758,27
0.64,0.78,0.1343,0.5909,57
0.66,0.78,0.0896,0.6061,131
0.7,0.61,0.2239,0.6515,218
0.72,0.62,0.194,0.6818,244
0.72,0.62,0.1343,0.6818,404
0.74,0.66,0.0896,0.697,420
0.76,0.55,0.0,0.697,327
0.8,0.46,0.2836,0.7273,334
0.82,0.46,0.1343,0.7576,367
0.76,0.52,0.2239,0.697,468
0.76,0.48,0.1642,0.6818,449
0.74,0.55,0.194,0.6818,381
0.74,0.51,0.1045,0.6667,326
0.72,0.58,0.1343,0.6667,188
0.72,0.66,0.1045,0.6818,183
0.72,0.62,0.1343,0.6818,161
0.72,0.62,0.0,0.6818,150
0.7,0.65,0.0,0.6515,89
0.7,0.65,0.0896,0.6515,76
0.68,0.74,0.0896,0.6364,72
0.66,0.78,0.1343,0.6061,30
0.66,0.74,0.1343,0.6212,17
0.66,0.78,0.0,0.6061,19
0.66,0.78,0.1642,0.6061,33
0.66,0.78,0.1642,0.6061,71
0.68,0.74,0.1045,0.6364,84
0.68,0.74,0.1045,0.6364,169
0.7,0.61,0.1045,0.6515,244
0.72,0.58,0.0896,0.6667,377
0.74,0.55,0.0896,0.6818,396
0.74,0.51,0.0,0.6667,363
0.74,0.58,0.1045,0.6818,317
0.74,0.55,0.1045,0.6818,362
0.76,0.48,0.0,0.6818,378
0.74,0.51,0.0,0.6667,397
0.74,0.58,0.0896,0.6818,296
0.72,0.62,0.1343,0.6818,311
0.7,0.7,0.194,0.6515,232
0.68,0.79,0.1343,0.6364,167
0.66,0.78,0.2239,0.6061,152
0.66,0.78,0.194,0.6061,92
0.66,0.83,0.1642,0.6061,26
0.64,0.89,0.0896,0.5758,12
0.64,0.89,0.0896,0.5758,2
0.64,0.89,0.0,0.5758,1
0.62,0.88,0.1642,0.5606,3
0.62,0.83,0.1343,0.5758,3
0.6,0.78,0.1343,0.5758,26
0.56,0.88,0.194,0.5303,46
0.56,0.83,0.194,0.5303,221
0.6,0.78,0.2537,0.5758,219
0.6,0.78,0.2537,0.5758,91
0.6,0.78,0.1045,0.5758,94
0.62,0.69,0.1045,0.6061,162
0.64,0.65,0.1045,0.6061,179
0.66,0.61,0.1045,0.6212,175
0.66,0.61,0.1343,0.6212,205
0.7,0.58,0.1642,0.6515,299
0.7,0.54,0.0,0.6515,565
0.7,0.61,0.2537,0.6515,538
0.66,0.65,0.2239,0.6212,431
0.66,0.69,0.2239,0.6212,316
0.64,0.73,0.1642,0.6061,206
0.64,0.73,0.2239,0.6061,130
0.62,0.78,0.2537,0.5909,60
0.62,0.78,0.1642,0.5909,33
0.62,0.78,0.1642,0.5909,14
0.62,0.83,0.1642,0.5758,6
0.62,0.83,0.1642,0.5758,2
0.6,0.88,0.1045,0.5455,9
0.6,0.88,0.1343,0.5455,25
0.6,0.88,0.1343,0.5455,115
0.6,0.94,0.0,0.5152,309
0.62,0.88,0.1045,0.5606,401
0.62,0.88,0.2537,0.5606,275
0.64,0.83,0.194,0.5758,161
0.66,0.83,0.1642,0.6061,171
0.7,0.74,0.1642,0.6667,189
0.74,0.66,0.1642,0.697,207
0.76,0.62,0.2239,0.7121,152
0.78,0.59,0.2537,0.7424,170
0.8,0.59,0.2239,0.7727,335
0.78,0.66,0.2239,0.7576,572
0.76,0.7,0.2537,0.7273,536
0.74,0.74,0.2239,0.7121,425
0.74,0.7,0.2239,0.697,326
0.72,0.74,0.194,0.697,229
0.7,0.79,0.1045,0.6667,109
0.7,0.74,0.1045,0.6667,64
0.66,0.78,0.194,0.6061,33
0.66,0.78,0.1343,0.6061,21
0.66,0.78,0.0,0.6061,7
0.66,0.78,0.1343,0.6061,7
0.64,0.83,0.0,0.5758,11
0.64,0.89,0.0,0.5758,23
0.66,0.83,0.0,0.6061,122
0.7,0.79,0.0,0.6667,311
0.72,0.74,0.1045,0.697,423
0.72,0.79,0.1642,0.697,219
0.74,0.7,0.2537,0.697,135
0.74,0.7,0.1642,0.697,145
0.8,0.59,0.2239,0.7727,188
0.82,0.56,0.2537,0.7879,147
0.82,0.52,0.2836,0.7727,145
0.82,0.56,0.2836,0.7879,146
0.82,0.59,0.3284,0.803,258
0.8,0.55,0.3881,0.7576,529
0.8,0.59,0.2537,0.7727,513
0.8,0.52,0.2537,0.7424,342
0.74,0.74,0.1343,0.7121,282
0.74,0.79,0.1642,0.7121,247
0.72,0.79,0.194,0.697,148
0.72,0.79,0.2239,0.697,105
0.72,0.79,0.2239,0.697,49
0.72,0.74,0.2239,0.697,31
0.72,0.74,0.2239,0.697,4
0.72,0.74,0.1642,0.697,5
0.7,0.79,0.1343,0.6667,7
0.72,0.74,0.1642,0.697,24
0.72,0.74,0.1642,0.697,100
0.72,0.74,0.1343,0.697,327
0.74,0.7,0.194,0.697,432
0.74,0.7,0.1343,0.697,227
0.76,0.66,0.1343,0.7273,127
0.76,0.66,0.2537,0.7273,136
0.76,0.66,0.2836,0.7273,160
0.76,0.62,0.2836,0.7121,186
0.76,0.66,0.2985,0.7273,149
0.76,0.52,0.3582,0.697,189
0.74,0.62,0.2985,0.6818,275
0.72,0.7,0.3582,0.6818,569
0.72,0.7,0.4179,0.6818,540
0.72,0.7,0.3582,0.6818,400
0.7,0.74,0.2239,0.6667,352
0.7,0.74,0.194,0.6667,234
0.7,0.74,0.2239,0.6667,162
0.7,0.74,0.2836,0.6667,105
0.68,0.79,0.194,0.6364,63
0.66,0.83,0.3284,0.6061,28
0.66,0.83,0.3284,0.6061,14
0.66,0.83,0.1642,0.6061,5
0.66,0.83,0.0896,0.6061,9
0.64,0.89,0.0896,0.5758,20
0.66,0.83,0.1343,0.6061,91
0.66,0.83,0.2239,0.6061,268
0.7,0.74,0.2239,0.6667,466
0.74,0.62,0.1343,0.6818,231
0.8,0.43,0.2836,0.7273,145
0.8,0.38,0.3284,0.7121,203
0.8,0.41,0.2836,0.7121,201
0.8,0.36,0.2239,0.7121,221
0.78,0.43,0.2836,0.697,229
0.82,0.34,0.3881,0.7273,216
0.8,0.33,0.4179,0.697,327
0.76,0.37,0.2537,0.6667,557
0.76,0.37,0.2985,0.6667,452
0.74,0.4,0.2239,0.6515,385
0.72,0.45,0.1642,0.6515,288
0.7,0.48,0.1343,0.6515,233
0.7,0.48,0.0,0.6515,167
0.68,0.51,0.1343,0.6364,172
0.68,0.47,0.1642,0.6364,116
0.66,0.5,0.1642,0.6212,95
0.66,0.5,0.194,0.6212,59
0.64,0.57,0.194,0.6212,39
0.64,0.57,0.194,0.6212,11
0.62,0.61,0.1343,0.6061,14
0.64,0.57,0.2239,0.6212,29
0.64,0.57,0.2836,0.6212,42
0.7,0.48,0.2537,0.6515,112
0.72,0.45,0.2537,0.6515,186
0.72,0.45,0.194,0.6515,302
0.74,0.42,0.0,0.6667,331
0.74,0.4,0.2836,0.6515,392
0.74,0.4,0.2836,0.6515,371
0.74,0.45,0.2985,0.6667,383
0.74,0.45,0.0,0.6667,392
0.76,0.43,0.2985,0.6818,410
0.74,0.42,0.2239,0.6667,399
0.72,0.45,0.2537,0.6515,307
0.72,0.48,0.2836,0.6667,375
0.7,0.48,0.194,0.6515,269
0.68,0.51,0.1642,0.6364,202
0.68,0.47,0.194,0.6364,187
0.66,0.5,0.2985,0.6212,179
0.64,0.53,0.0,0.6212,115
0.64,0.53,0.1045,0.6212,90
0.62,0.57,0.1045,0.6212,87
0.6,0.64,0.1045,0.6061,34
0.6,0.64,0.0896,0.6061,11
0.6,0.64,0.0,0.6061,12
0.6,0.64,0.0,0.6061,20
0.62,0.61,0.0,0.6061,51
0.64,0.61,0.194,0.6212,107
0.66,0.54,0.0896,0.6212,206
0.72,0.48,0.1045,0.6667,332
0.72,0.45,0.1343,0.6515,346
0.74,0.4,0.1642,0.6515,443
0.74,0.4,0.0,0.6515,442
0.74,0.4,0.1343,0.6515,443
0.74,0.4,0.0,0.6515,403
0.74,0.42,0.194,0.6667,455
0.72,0.42,0.1642,0.6515,421
0.72,0.45,0.2537,0.6515,382
0.72,0.48,0.1343,0.6667,317
0.7,0.48,0.1045,0.6515,213
0.7,0.54,0.1045,0.6515,183
0.7,0.51,0.0,0.6515,114
0.7,0.54,0.0896,0.6515,78
0.64,0.73,0.2836,0.6061,32
0.62,0.78,0.1343,0.5909,15
0.62,0.78,0.1343,0.5909,6
0.62,0.78,0.1343,0.5909,2
0.6,0.83,0.1642,0.5606,9
0.62,0.83,0.1642,0.5758,22
0.62,0.78,0.1642,0.5909,94
0.64,0.73,0.2239,0.6061,261
0.66,0.74,0.194,0.6212,447
0.72,0.54,0.0,0.6667,187
0.72,0.54,0.1343,0.6667,150
0.7,0.58,0.0,0.6515,150
0.72,0.54,0.0,0.6667,170
0.72,0.58,0.2239,0.6667,164
0.72,0.58,0.0896,0.6667,158
0.74,0.55,0.0,0.6818,202
0.74,0.55,0.1045,0.6818,275
0.74,0.55,0.1343,0.6818,604
0.74,0.51,0.0,0.6667,591
0.72,0.62,0.194,0.6818,396
0.7,0.65,0.1045,0.6515,305
0.7,0.65,0.0,0.6515,242
0.68,0.69,0.0,0.6364,145
0.68,0.69,0.0,0.6364,81
0.66,0.78,0.1343,0.6061,30
0.66,0.74,0.0,0.6212,13
0.66,0.74,0.0,0.6212,11
0.66,0.74,0.0,0.6212,2
0.66,0.74,0.0,0.6212,8
0.66,0.78,0.0,0.6061,21
0.66,0.83,0.1642,0.6061,124
0.68,0.83,0.194,0.6364,347
0.7,0.79,0.1642,0.6667,456
0.74,0.7,0.0,0.697,246
0.8,0.49,0.1642,0.7424,157
0.82,0.46,0.0,0.7576,167
0.84,0.47,0.2239,0.7727,202
0.84,0.44,0.0,0.7576,189
0.86,0.44,0.2239,0.7879,160
0.86,0.41,0.0,0.7879,166
0.86,0.47,0.2836,0.803,261
0.82,0.56,0.2836,0.7879,579
0.8,0.55,0.2985,0.7576,504
0.74,0.58,0.4627,0.6818,299
0.74,0.62,0.0,0.6818,296
0.74,0.66,0.2836,0.697,195
0.7,0.7,0.2985,0.6515,134
0.7,0.7,0.2836,0.6515,81
0.68,0.79,0.2836,0.6364,36
0.68,0.79,0.2985,0.6364,28
0.66,0.83,0.2239,0.6061,16
0.66,0.83,0.1045,0.6061,5
0.66,0.83,0.1045,0.6061,5
0.64,0.83,0.194,0.5758,22
0.66,0.69,0.2985,0.6212,116
0.7,0.54,0.2239,0.6515,336
0.7,0.48,0.2836,0.6515,540
0.72,0.45,0.3881,0.6515,221
0.74,0.42,0.2836,0.6667,126
0.76,0.35,0.2239,0.6667,170
0.76,0.35,0.2537,0.6667,243
0.8,0.31,0.3284,0.697,231
0.8,0.31,0.194,0.697,188
0.82,0.3,0.1642,0.7121,189
0.82,0.3,0.4179,0.7121,328
0.82,0.26,0.4179,0.7121,570
0.8,0.29,0.2985,0.697,588
0.76,0.35,0.3881,0.6667,401
0.74,0.37,0.2985,0.6515,333
0.72,0.39,0.2239,0.6515,221
0.7,0.42,0.194,0.6364,183
0.68,0.47,0.194,0.6364,129
0.66,0.5,0.1642,0.6212,54
0.64,0.53,0.1343,0.6212,32
0.62,0.57,0.1343,0.6212,8
0.6,0.6,0.1642,0.6061,9
0.58,0.64,0.1343,0.5455,6
0.58,0.64,0.2537,0.5455,25
0.6,0.64,0.2537,0.6061,123
0.62,0.61,0.2239,0.6061,320
0.68,0.47,0.2239,0.6364,555
0.7,0.42,0.2239,0.6364,260
0.72,0.42,0.194,0.6515,132
0.74,0.37,0.1343,0.6515,169
0.76,0.35,0.1642,0.6667,233
0.76,0.33,0.194,0.6667,232
0.78,0.31,0.194,0.6818,163
0.78,0.25,0.2537,0.6667,240
0.8,0.26,0.1343,0.697,323
0.78,0.27,0.3582,0.6818,594
0.76,0.29,0.2537,0.6667,586
0.74,0.33,0.194,0.6515,455
0.74,0.33,0.194,0.6515,340
0.72,0.37,0.1045,0.6515,323
0.7,0.42,0.1642,0.6364,207
0.66,0.5,0.0,0.6212,126
0.66,0.5,0.0,0.6212,68
0.66,0.5,0.0,0.6212,31
0.62,0.69,0.0,0.6061,13
0.64,0.53,0.0,0.6212,11
0.62,0.57,0.0,0.6212,6
0.6,0.64,0.1343,0.6061,30
0.62,0.61,0.1343,0.6061,108
0.66,0.54,0.1045,0.6212,243
0.7,0.42,0.1642,0.6364,492
0.74,0.35,0.1642,0.6515,260
0.76,0.33,0.1642,0.6667,170
0.8,0.26,0.0,0.697,214
0.8,0.26,0.0,0.697,263
0.8,0.24,0.0,0.6818,292
0.82,0.23,0.194,0.697,303
0.82,0.21,0.2537,0.697,381
0.82,0.17,0.0,0.697,427
0.82,0.21,0.194,0.697,461
0.8,0.24,0.2537,0.6818,422
0.78,0.25,0.194,0.6667,318
0.72,0.42,0.2239,0.6515,269
0.7,0.45,0.194,0.6364,218
0.7,0.42,0.0,0.6364,222
0.68,0.47,0.0896,0.6364,140
0.68,0.47,0.0896,0.6364,115
0.66,0.54,0.0,0.6212,78
0.64,0.53,0.0,0.6212,52
0.64,0.53,0.0,0.6212,26
0.62,0.61,0.0,0.6061,11
0.58,0.73,0.1045,0.5455,14
0.62,0.69,0.1045,0.6061,32
0.64,0.65,0.0,0.6061,45
0.68,0.57,0.0,0.6364,132
0.74,0.51,0.0896,0.6667,179
0.8,0.36,0.0,0.7121,271
0.8,0.36,0.0896,0.7121,357
0.82,0.3,0.1343,0.7121,374
0.82,0.3,0.1045,0.7121,404
0.84,0.2,0.0,0.7121,392
0.86,0.19,0.1642,0.7273,331
0.88,0.22,0.2239,0.7424,398
0.84,0.3,0.2239,0.7273,349
0.82,0.3,0.2836,0.7121,383
0.8,0.33,0.2239,0.697,305
0.76,0.45,0.2836,0.6818,284
0.74,0.48,0.194,0.6667,232
0.72,0.51,0.1642,0.6667,201
0.72,0.54,0.2836,0.6667,154
0.7,0.58,0.2239,0.6515,144
0.7,0.61,0.1642,0.6515,78
0.7,0.58,0.194,0.6515,69
0.68,0.65,0.0896,0.6364,33
0.68,0.65,0.0896,0.6364,5
0.62,0.83,0.194,0.5758,1
0.62,0.94,0.0896,0.5455,3
0.64,0.89,0.194,0.5758,25
0.68,0.79,0.2239,0.6364,92
0.7,0.74,0.2537,0.6667,181
0.74,0.66,0.1642,0.697,264
0.76,0.62,0.1045,0.7121,390
0.8,0.55,0.1045,0.7576,404
0.8,0.59,0.2239,0.7727,421
0.82,0.56,0.2537,0.7879,375
0.84,0.53,0.2985,0.803,376
0.84,0.53,0.2985,0.803,414
0.8,0.49,0.8507,0.7424,358
0.8,0.49,0.8507,0.7424,181
0.66,0.83,0.194,0.6061,183
0.66,0.83,0.0,0.6061,176
0.66,0.83,0.1642,0.6061,167
0.66,0.78,0.1045,0.6061,162
0.64,0.83,0.1642,0.5758,147
0.64,0.83,0.1343,0.5758,140
0.64,0.83,0.0896,0.5758,119
0.64,0.83,0.0,0.5758,63
0.64,0.78,0.0,0.5909,26
0.66,0.78,0.0896,0.6061,12
0.64,0.83,0.1343,0.5758,4
0.64,0.89,0.1642,0.5758,16
0.66,0.83,0.1343,0.6061,36
0.7,0.74,0.1045,0.6667,86
0.72,0.66,0.0896,0.6818,238
0.76,0.55,0.0896,0.697,280
0.76,0.55,0.0896,0.697,349
0.78,0.52,0.0,0.7121,447
0.78,0.49,0.0,0.7121,423
0.8,0.46,0.0,0.7273,408
0.82,0.43,0.0896,0.7424,408
0.82,0.41,0.0,0.7424,452
0.8,0.46,0.0,0.7273,436
0.8,0.46,0.1343,0.7273,418
0.78,0.49,0.1642,0.7121,375
0.76,0.55,0.1045,0.697,386
0.74,0.62,0.1045,0.6818,457
0.74,0.62,0.1343,0.6818,326
0.72,0.7,0.1045,0.6818,138
0.7,0.65,0.1642,0.6515,55
0.7,0.65,0.1045,0.6515,39
0.66,0.74,0.0896,0.6212,13
0.66,0.74,0.2239,0.6212,8
0.66,0.69,0.1642,0.6212,5
0.66,0.69,0.0,0.6212,20
0.66,0.74,0.0896,0.6212,94
0.7,0.65,0.0896,0.6515,270
0.72,0.62,0.1343,0.6818,432
0.74,0.58,0.1343,0.6818,227
0.76,0.52,0.1045,0.697,139
0.78,0.46,0.1045,0.697,172
0.8,0.43,0.1045,0.7273,201
0.82,0.43,0.1045,0.7424,203
0.8,0.49,0.1642,0.7424,178
0.82,0.43,0.0,0.7424,162
0.82,0.46,0.1045,0.7576,281
0.82,0.46,0.1045,0.7576,545
0.8,0.55,0.1642,0.7576,496
0.8,0.59,0.1343,0.7727,368
0.76,0.66,0.1045,0.7273,284
0.78,0.62,0.2537,0.7424,245
0.76,0.66,0.2239,0.7273,155
0.74,0.66,0.1642,0.697,73
0.72,0.74,0.194,0.697,37
0.7,0.74,0.1343,0.6667,15
0.7,0.79,0.0896,0.6667,5
0.7,0.79,0.0,0.6667,6
0.68,0.83,0.0896,0.6364,6
0.68,0.83,0.0896,0.6364,35
0.7,0.79,0.0896,0.6667,121
0.72,0.79,0.0,0.697,312
0.72,0.74,0.1045,0.697,428
0.7,0.79,0.194,0.6667,189
0.7,0.79,0.0896,0.6667,43
0.72,0.74,0.0,0.697,127
0.74,0.66,0.0896,0.697,152
0.74,0.7,0.1045,0.697,140
0.76,0.66,0.2836,0.7273,163
0.76,0.7,0.2836,0.7273,185
0.76,0.7,0.2537,0.7273,275
0.78,0.59,0.2239,0.7424,596
0.76,0.62,0.194,0.7121,563
0.74,0.7,0.2239,0.697,394
0.72,0.74,0.2537,0.697,312
0.7,0.79,0.194,0.6667,241
0.7,0.79,0.194,0.6667,186
0.68,0.83,0.2239,0.6364,98
0.66,0.89,0.1343,0.5909,35
0.66,0.89,0.194,0.5909,16
0.66,0.89,0.194,0.5909,8
0.64,0.94,0.1045,0.5606,4
0.64,0.89,0.1045,0.5758,4
0.64,0.89,0.1045,0.5758,32
0.64,0.89,0.1343,0.5758,118
0.66,0.89,0.1045,0.5909,292
0.7,0.79,0.194,0.6667,443
0.74,0.7,0.1642,0.697,179
0.78,0.62,0.0,0.7424,101
0.82,0.52,0.1343,0.7727,142
0.84,0.41,0.0,0.7727,171
0.86,0.41,0.0,0.7879,155
0.86,0.41,0.2537,0.7879,160
0.86,0.41,0.2537,0.7879,166
0.86,0.39,0.2239,0.7727,265
0.86,0.36,0.2537,0.7576,569
0.84,0.44,0.2985,0.7576,562
0.82,0.52,0.2836,0.7727,365
0.76,0.58,0.3582,0.7121,285
0.74,0.62,0.1642,0.6818,209
0.74,0.62,0.1642,0.6818,182
0.72,0.66,0.0,0.6818,129
0.74,0.66,0.1045,0.697,47
0.72,0.79,0.0,0.697,34
0.7,0.74,0.1642,0.6667,22
0.68,0.79,0.1045,0.6364,6
0.7,0.79,0.2537,0.6667,11
0.68,0.79,0.2537,0.6364,27
0.7,0.74,0.1045,0.6667,102
0.7,0.79,0.194,0.6667,332
0.72,0.74,0.2537,0.697,457
0.76,0.7,0.2985,0.7273,241
0.74,0.7,0.3582,0.697,138
0.74,0.74,0.2537,0.7121,165
0.76,0.7,0.2836,0.7273,213
0.78,0.66,0.2836,0.7576,229
0.8,0.63,0.3582,0.7879,216
0.8,0.63,0.3582,0.7879,141
0.68,0.83,0.4478,0.6364,132
0.66,0.89,0.4478,0.5909,167
0.66,0.83,0.0896,0.6061,316
0.66,0.83,0.0896,0.6061,270
0.66,0.83,0.1642,0.6061,250
0.66,0.83,0.2537,0.6061,204
0.66,0.78,0.194,0.6061,169
0.66,0.78,0.0896,0.6061,151
0.66,0.83,0.1343,0.6061,121
0.64,0.89,0.1045,0.5758,53
0.64,0.89,0.1642,0.5758,55
0.64,0.89,0.1343,0.5758,30
0.64,0.83,0.2239,0.5758,6
0.62,0.88,0.1642,0.5606,15
0.64,0.83,0.194,0.5758,38
0.66,0.78,0.194,0.6061,71
0.7,0.7,0.2537,0.6515,182
0.74,0.58,0.2836,0.6818,247
0.76,0.52,0.1642,0.697,264
0.78,0.46,0.2985,0.697,290
0.8,0.46,0.2537,0.7273,366
0.82,0.41,0.2239,0.7424,416
0.84,0.36,0.1343,0.7424,373
0.84,0.34,0.0896,0.7273,402
0.82,0.38,0.0,0.7273,416
0.84,0.32,0.0,0.7273,401
0.82,0.36,0.1045,0.7273,378
0.76,0.55,0.1642,0.697,306
0.76,0.58,0.2239,0.7121,314
